order_id,customer_id,order_purchase_timestamp,order_status
order_0052,customer_0052,2018-01-14 01:30:00,invoiced
order_0112,customer_0042,2018-01-26 13:30:00,invoiced
order_0064,customer_0064,2018-01-16 13:30:00,invoiced
order_0175,customer_0035,2018-02-08 16:30:00,processing
order_0130,customer_0060,2018-01-30 07:30:00,shipped
order_0055,customer_0055,2018-01-14 16:30:00,processing
order_0183,customer_0043,2018-02-10 08:30:00,processing
order_0107,customer_0037,2018-01-25 12:30:00,processing
order_0164,customer_0024,2018-02-06 09:30:00,invoiced
order_0033,customer_0033,2018-01-10 02:30:00,delivered
order_0073,customer_0003,2018-01-18 10:30:00,delivered
order_0181,customer_0041,2018-02-09 22:30:00,delivered
order_0083,customer_0013,2018-01-20 12:30:00,processing
order_0047,customer_0047,2018-01-13 00:30:00,processing
order_0108,customer_0038,2018-01-25 17:30:00,invoiced
order_0071,customer_0001,2018-01-18 00:30:00,processing
order_0019,customer_0019,2018-01-07 04:30:00,processing
order_0150,customer_0010,2018-02-03 11:30:00,shipped
