order_id,payment_type,payment_value,payment_installments
76c6e866289321a7c93b82b54852dc33,boleto,35.95,1
f848643eec1d69395095eb3840d2051e,credit_card,88.90,4
8563039e855156e48fccee4d611a3196,credit_card,106.95,4
434d158e96bdd6972ad6e6d73ddcfd22,boleto,508.17,1
40c5e18f7d112b59b3e5113a59a905b3,credit_card,128.68,3
f346ad4ee8f630e5e4ddaf862a34e6dd,credit_card,53.66,1
f271576bed568e896f99eb710cd3a6f8,credit_card,824.76,4
6a0a8bfbbe700284feb0845d95e0867f,credit_card,101.74,5
,voucher,,1
210e60465099814a1d2c7635e4065153,credit_card,231.79,8
5164933efe0cd14f31424b9badf81f19,credit_card,141.90,1
5487a8ac1699754d975f853ce8bb9321,boleto,187.19,1
5e99f3c445038a0709b2aea8e34ed593,credit_card,77.03,1
