order_id,shipping_limit_date,seller_id,freight_value
76c6e866289321a7c93b82b54852dc33,2017-01-27 18:29:09,63b9ae557efed31d1f7687917d248a8d,16.05
f848643eec1d69395095eb3840d2051e,2018-03-23 09:09:31,cc419e0650a3c5ba77189a1882b7556a,8.91
8563039e855156e48fccee4d611a3196,2018-02-22 15:15:34,955fee9216a65b617aa5c0531780ce60,28.95
434d158e96bdd6972ad6e6d73ddcfd22,2018-06-13 03:35:15,a5cba26a62b8b4d0145b68b841e62e7f,63.17
40c5e18f7d112b59b3e5113a59a905b3,2018-06-15 10:58:32,ef0ace09169ac090589d85746e3e036f,8.78
f346ad4ee8f630e5e4ddaf862a34e6dd,2018-08-07 13:24:34,70125af26c2d6d4ef401a1d02ae7701f,13.76
f271576bed568e896f99eb710cd3a6f8,2018-01-11 21:51:28,76d64c4aca3a7baf218bf93ef7fa768d,82.48
6a0a8bfbbe700284feb0845d95e0867f,2017-11-28 11:46:50,4a3ca9315b744ce9f8e9374361493884,17.84
e1da8361c76cab67aa3588a1fbf1af54,2017-07-10 04:10:19,7e93a43ef30c4f03f38b393420bc753a,17.41
210e60465099814a1d2c7635e4065153,2018-05-11 18:54:13,8ed8ea9a57c862f2c18c2fe41f601d56,32.79
5164933efe0cd14f31424b9badf81f19,2018-05-02 22:30:48,da8622b14eb17ae2831f4ac5b9dab84a,12.00
5487a8ac1699754d975f853ce8bb9321,2018-04-11 05:48:50,11305281b50fff20ae8bb473f8e11876,27.20
5e99f3c445038a0709b2aea8e34ed593,2017-06-29 19:45:10,813348c996469b40f2e028d5429d3495,17.13
