order_id,shipping_limit_date,seller_id,freight_value
order_0004,2018-01-09 01:30:00,seller_004,21.75
order_0007,2018-01-07 16:30:00,seller_007,31.50
order_0010,2018-01-11 07:30:00,seller_010,12.00
order_0016,2018-01-08 13:30:00,seller_016,31.50
order_0040,2018-01-17 13:30:00,seller_005,21.75
order_0076,2018-01-21 01:30:00,seller_006,21.75
order_0081,2018-01-22 02:30:00,seller_011,38.00
order_0103,2018-01-28 16:30:00,seller_033,21.75
order_0129,2018-02-04 02:30:00,seller_024,18.50
order_0130,2018-02-05 07:30:00,seller_025,21.75
order_0133,2018-02-03 22:30:00,seller_028,31.50
order_0134,2018-02-05 03:30:00,seller_029,34.75
order_0138,2018-02-04 23:30:00,seller_033,18.50
order_0165,2018-02-12 14:30:00,seller_025,18.50
order_0174,2018-02-13 11:30:00,seller_034,18.50
order_0185,2018-02-16 18:30:00,seller_010,25.00
order_0189,2018-02-16 14:30:00,seller_014,38.00
order_0200,2018-02-19 21:30:00,seller_025,15.25
