order_id,shipping_limit_date,seller_id,freight_value
order_0010,2018-01-11 07:30:00,seller_010,12.00
order_0019,2018-01-12 04:30:00,seller_019,12.00
order_0039,2018-01-16 08:30:00,seller_004,18.50
order_0052,2018-01-17 01:30:00,seller_017,31.50
order_0066,2018-01-18 23:30:00,seller_031,18.50
order_0076,2018-01-21 01:30:00,seller_006,21.75
order_0081,2018-01-22 02:30:00,seller_011,38.00
order_0095,2018-01-29 00:30:00,seller_025,25.00
order_0104,2018-01-29 21:30:00,seller_034,25.00
order_0105,2018-01-31 02:30:00,seller_035,28.25
order_0115,2018-02-02 04:30:00,seller_010,31.50
order_0124,2018-02-03 01:30:00,seller_019,31.50
order_0163,2018-02-10 04:30:00,seller_023,12.00
order_0184,2018-02-15 13:30:00,seller_009,21.75
order_0194,2018-02-17 15:30:00,seller_019,25.00
order_0196,2018-02-15 01:30:00,seller_021,31.50
order_0198,2018-02-17 11:30:00,seller_023,38.00
order_0200,2018-02-19 21:30:00,seller_025,15.25
