order_id,shipping_limit_date,seller_id,freight_value
orphan-1489,2017-08-11 12:05:32,7c67e1448b00f6e969d365cea6b010ab,19.77
d887b52c6516beb39e8cd44a5f8b60f7,2018-02-08 12:50:30,ba5daa4041e1f15cdf34b76e3e18a450,15.35
b276e4f8c0fb86bd82fce576f21713e0,2018-08-02 23:45:15,fe2032dab1a61af8794248c8196565c9,9.41
641fb0752bf5b5940c376b3a8bb9dc52,2017-12-21 00:14:55,b33e7c55446eabf8fe1a42d037ac7d6d,17.33
2edfd6d1f0b4cd0db4bf37b1b224d855,2017-06-21 03:05:45,80e6699fe29150b372a0c8a1ebf7dcc8,28.15
68e48e68da1f50f7c5838ea75e3a20dd,2018-06-22 17:00:57,817245bcc3badd82bbd222e0366951a6,13.25
974c1993ab8024d3ed16229183c2308d,2017-02-24 11:45:39,f84a00e60c73a49e7e851c9bdca3a5bb,14.66
0a4a2fccb27bd83a892fa503987a595b,2017-04-28 20:55:09,4a3ca9315b744ce9f8e9374361493884,24.84
cadbb3657dac2dbbd5b84b12e7b78aad,2018-03-13 02:48:54,00fc707aaaad2d31347cf883cd2dfe10,14.89
4da3bd761ca73d692ae0f5c252495546,2018-02-07 12:54:33,7a425d299613df3e613bcf9d2eaf5c49,7.94
62a12e4d2a742b2491d7c00d2d79bf52,2017-12-01 19:39:02,b6e1504972665f739dec4facb9943775,99999.99
a7cd6af6e0519313887b3c3a120f20ca,2018-05-03 12:11:18,42b729f859728f5079499127a9c2ef37,7.39
ba4ddff2b9082f079de9a84d7a5605fd,2018-01-24 09:38:30,a416b6a846a11724393025641d4edd5e,13.08
