order_id,shipping_limit_date,seller_id,freight_value
order_0007,2018-01-07 16:30:00,seller_007,31.50
,2018-01-09 14:30:00,seller_021,18.50
order_0039,2018-01-16 08:30:00,seller_004,18.50
order_0040,2018-01-17 13:30:00,seller_005,21.75
order_0051,2018-01-15 20:30:00,seller_016,28.25
order_0069,2018-01-22 14:30:00,seller_034,28.25
order_0074,2018-01-23 15:30:00,seller_004,15.25
order_0077,2018-01-22 06:30:00,seller_007,25.00
order_0095,2018-01-29 00:30:00,seller_025,89.90
order_0101,2018-01-26 06:30:00,seller_031,15.25
order_0112,2018-01-29 13:30:00,seller_007,21.75
order_0125,2018-02-04 06:30:00,seller_020,34.75
order_0130,2018-02-05 07:30:00,seller_025,21.75
order_0162,2018-02-08 23:30:00,seller_022,38.00
order_0172,2018-02-11 01:30:00,seller_032,12.00
order_0176,2018-02-10 21:30:00,seller_001,25.00
order_0181,2018-02-11 22:30:00,seller_006,12.00
order_0200,2018-02-19 21:30:00,seller_025,15.25
