order_id,customer_id,order_purchase_timestamp,order_status
order_0130,customer_0060,2018-01-30 07:30:00,shipped
order_0007,customer_0007,2018-01-04 16:30:00,processing
order_0174,customer_0034,2018-02-08 11:30:00,shipped
order_0103,customer_0033,2018-01-24 16:30:00,processing
order_0165,customer_0025,2018-02-06 14:30:00,delivered
order_0081,customer_0011,2018-01-20 02:30:00,delivered
order_0200,customer_0060,2018-02-13 21:30:00,invoiced
order_0133,customer_0063,2018-01-30 22:30:00,delivered
order_0004,customer_0004,2018-01-04 01:30:00,invoiced
order_0040,customer_0040,2018-01-11 13:30:00,invoiced
order_0185,customer_0045,2018-02-10 18:30:00,delivered
order_0129,customer_0059,2018-01-30 02:30:00,delivered
order_0076,customer_0006,2018-01-19 01:30:00,invoiced
order_0134,customer_0064,2018-01-31 03:30:00,shipped
order_0189,customer_0049,2018-02-11 14:30:00,delivered
order_0016,customer_0016,2018-01-06 13:30:00,invoiced
order_0138,customer_0068,2018-01-31 23:30:00,shipped
order_0010,customer_0010,2018-01-05 07:30:00,shipped
