order_id,shipping_limit_date,seller_id,freight_value
order_0004,2018-01-09 01:30:00,seller_004,21.75
order_0010,2018-01-11 07:30:00,seller_010,12.00
order_0014,2018-01-11 03:30:00,seller_014,25.00
order_0018,2018-01-10 23:30:00,seller_018,38.00
order_0026,2018-01-10 15:30:00,seller_026,34.75
order_0043,2018-01-16 04:30:00,seller_008,31.50
order_0055,2018-01-20 16:30:00,seller_020,12.00
order_0058,2018-01-19 07:30:00,seller_023,21.75
order_0117,2018-01-30 14:30:00,seller_012,38.00
order_0122,2018-01-31 15:30:00,seller_017,25.00
order_0126,2018-01-31 11:30:00,seller_021,38.00
order_0132,2018-02-02 17:30:00,seller_027,28.25
order_0135,2018-02-06 08:30:00,seller_030,38.00
order_0138,2018-02-04 23:30:00,seller_033,18.50
order_0141,2018-02-03 14:30:00,seller_001,28.25
order_0180,2018-02-15 17:30:00,seller_005,38.00
order_0181,2018-02-11 22:30:00,seller_006,12.00
order_0197,2018-02-16 06:30:00,seller_022,34.75
