order_id,customer_id,order_purchase_timestamp,order_status
order_0100,customer_0030,2018-01-24 01:30:00,invoiced
order_0049,customer_0049,2018-01-13 10:30:00,delivered
order_0025,customer_0025,2018-01-08 10:30:00,delivered
order_0154,customer_0014,2018-02-04 07:30:00,shipped
order_0031,customer_0031,2018-01-09 16:30:00,processing
order_0162,customer_0022,2018-02-05 23:30:00,shipped
order_0172,customer_0032,2018-02-08 01:30:00,invoiced
,customer_0043,2018-01-26 18:30:00,delivered
order_0166,customer_0026,2018-02-06 19:30:00,shipped
order_0181,customer_0041,2018-02-09 22:30:00,delivered
order_0063,customer_0063,2018-01-16 08:30:00,processing
order_0068,customer_0068,2018-01-17 09:30:00,invoiced
order_0074,customer_0004,2018-01-18 15:30:00,shipped
order_0111,customer_0041,2018-01-26 08:30:00,processing
order_0038,customer_0038,2018-01-11 03:30:00,shipped
order_0016,customer_0016,2018-01-06 13:30:00,invoiced
order_0182,customer_0042,2018-02-10 03:30:00,shipped
order_0145,customer_0005,2018-02-02 10:30:00,delivered
