order_id,shipping_limit_date,seller_id,freight_value
e481f51cbdc54678b7cc49136f2d6af7,2017-10-06 11:07:15,3504c0cb71d7fa48d967e0e4c94d59d9,8.72
e69bfb5eb88e0ed6a785585b27e16dbf,2017-08-11 12:05:32,7c67e1448b00f6e969d365cea6b010ab,19.77
2807d0e504d6d4894d41672727bc139f,2018-02-08 20:50:22,8b321bb669392f5163d04c59e235e066,7.78
95266dbfb7e20354baba07964dac78d5,2018-01-26 08:07:31,855668e0971d4dfd7bef1b6a4133b41b,57.58
orphan-2405,2018-04-29 23:31:10,e70053bf73d1b5863932e53a9fa47496,13.08
01a75ac3dd000b7628a684be97c29234,2018-01-29 10:59:10,0adac9fbd9a2b63cccaac4f8756c1ca8,15.10
15bed8e2fec7fdbadb186b57c46c92f2,2017-09-20 14:30:09,fa74b2f3287d296e9fbd2cc80f2d1cf1,12.38
aeb4c9d05ab11d7c6c9ca24f8c43bd70,2017-09-27 14:44:35,4e06067cc08b3f41d837768d392c3ee3,15.79
e69e2290db6b2d3b7593a40112e1a82a,2018-06-11 03:15:28,0d33a55da925bbf1ff02af5f6059fc7f,25.34
0dad6beca7ed0e352668498c29089900,2017-12-07 14:17:20,e5e33c0d8e7e002f398f5dc4cbbb338f,12.19
