order_id,payment_type,payment_value,payment_installments
47770eb9100c2d0c44946d9cf07ec65d,credit_card,179.12,3
f3e7c359154d965827355f39d6b1fdac,boleto,104.11,1
ee64d42b8cf066f35eac1cf57de1aa85,boleto,22.36,1
4b3a605942f29d490cb74bd6ace6b9f0,credit_card,42.00,1
35660aec0cc42b6257e24281ee0e6255,credit_card,155.00,3
5164933efe0cd14f31424b9badf81f19,credit_card,141.90,1
4b87488fb6269f8321508923b95da4d6,credit_card,38.47,3
33a3edb84b9df4cb49546859b990ac6d,debit_card,67.50,1
04a59fe46fc5aa341da5378c195ed53c,credit_card,75.18,1
a7cd6af6e0519313887b3c3a120f20ca,credit_card,43.29,4
780fe22baa36991bdbb1559f5b549596,credit_card,52.51,5
