order_id,payment_type,payment_value,payment_installments
2807d0e504d6d4894d41672727bc139f,credit_card,17.28,1
948097deef559c742e7ce321e5e58919,credit_card,95.67,9
68873cf91053cd11e6b49a766db5af1a,boleto,91.66,1
bd4bd0194d6d29f83b8557d4b89b572a,boleto,37.83,1
634e8f4c0f6744a626f77f39770ac6aa,voucher,227.20,1
80d817467dc3d0a4bb5ab8986c962b1f,credit_card,132.88,1
01a75ac3dd000b7628a684be97c29234,credit_card,58.00,5
5447160f15621601fa9ba2b94f4906b3,credit_card,161.77,1
4b87488fb6269f8321508923b95da4d6,credit_card,38.47,3
9885fff91f7c807525f8320e5292a3db,boleto,156.67,1
e7a65190baa4e6fd192246157c0b81fb,credit_card,53.83,5
ba4ddff2b9082f079de9a84d7a5605fd,credit_card,65.47,1
775130c792f4c6460c63162e994a1114,credit_card,273.27,2
43d88b0e949865904334dd5b3ca63f50,credit_card,58.28,2
