order_id,payment_type,payment_value,payment_installments
949d5b44dbf5de918fe9c16f97b45f8a,credit_card,72.20,1
ad21c59c0840e6cb83a9ceb5573f8159,credit_card,28.62,1
203096f03d82e0dffbc41ebc2e2bcfb7,boleto,118.86,1
d17dc4a904426827ca80f2ccb3a6be56,credit_card,10000.00,1
,voucher,346.09,3
a6aeb116d2cb5013eb8a94585b71ffef,credit_card,59.34,1
b8801cccd8068de30112e4f49903d74a,credit_card,27.77,2
9defaf92cff22420e4e8ef7784815a55,credit_card,62.69,6
d3d6788577c9592da441752e8a1dd5e3,credit_card,76.65,7
23f553848a03aaab35bb3f9f87725125,credit_card,117.77,2
15bed8e2fec7fdbadb186b57c46c92f2,credit_card,138.28,2
e7a65190baa4e6fd192246157c0b81fb,credit_card,53.83,5
ce9feeba53c652dd6569cca62e2bb287,credit_card,56.86,1
