order_id,customer_id,order_purchase_timestamp,order_status
order_0065,customer_0065,2018-01-16 18:30:00,delivered
order_0074,customer_0004,2018-01-18 15:30:00,shipped
order_0049,customer_0049,2018-01-13 10:30:00,delivered
order_0071,customer_0001,2018-01-18 00:30:00,processing
order_0162,customer_0022,2018-02-05 23:30:00,shipped
order_0147,customer_0007,2018-02-02 20:30:00,processing
order_0150,customer_0010,2018-02-03 11:30:00,shipped
order_0085,customer_0015,2018-01-20 22:30:00,delivered
order_0056,customer_0056,2018-01-14 21:30:00,invoiced
order_0031,customer_0031,2018-01-09 16:30:00,processing
order_0003,customer_0003,2018-01-03 20:30:00,processing
order_0004,customer_0004,2018-01-04 01:30:00,invoiced
order_0095,customer_0025,2018-01-23 00:30:00,processing
order_0194,customer_0054,2018-02-12 15:30:00,shipped
order_0156,customer_0016,2018-02-04 17:30:00,invoiced
order_0192,customer_0052,2018-02-12 05:30:00,invoiced
order_0052,customer_0052,2018-01-14 01:30:00,invoiced
order_0057,customer_0057,2018-01-15 02:30:00,delivered
