order_id,customer_id,order_purchase_timestamp,order_status
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,2018-07-15 08:33:19,delivered
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,2017-01-23 18:29:09,delivered
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,2017-02-20 11:45:39,delivered
b16cec67cb3f5a4bb31abe8988b43d19,62ffae18a7ca4b2e681c6296180ae346,2018-03-26 09:14:26,delivered
9344ccd01ff5fa7ec2aef0ee7e1c49c3,4fd75fb5ef1f01c7585bf746092a1544,2018-05-16 16:10:21,delivered
aeb4c9d05ab11d7c6c9ca24f8c43bd70,fa5c31ea5a141cb29a683b6420f2693a,2017-09-20 17:12:34,delivered
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,2018-08-26 22:04:34,delivered
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,2017-01-28 23:45:53,delivered
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,2018-02-01 14:02:19,delivered
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,2017-07-30 03:06:35,delivered
6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,2017-05-16 13:10:30,delivered
74ebfa44a323c96a7760bd693d690a3d,13fd7ce9f08449dec2533119379a2527,2017-06-16 00:22:49,delivered
01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,2017-10-19 15:08:48,delivered
