order_id,shipping_limit_date,seller_id,freight_value
order_0003,2018-01-07 20:30:00,seller_003,18.50
order_0004,2018-01-09 01:30:00,seller_004,21.75
order_0031,2018-01-11 16:30:00,seller_031,21.75
order_0049,2018-01-18 10:30:00,seller_014,21.75
order_0052,2018-01-17 01:30:00,seller_017,31.50
order_0056,2018-01-16 21:30:00,seller_021,15.25
order_0057,2018-01-18 02:30:00,seller_022,18.50
order_0065,2018-01-22 18:30:00,seller_030,15.25
order_0071,2018-01-20 00:30:00,seller_001,34.75
order_0074,2018-01-23 15:30:00,seller_004,15.25
order_0085,2018-01-26 22:30:00,seller_015,21.75
order_0095,2018-01-29 00:30:00,seller_025,25.00
order_0147,2018-02-05 20:30:00,seller_007,18.50
order_0150,2018-02-09 11:30:00,seller_010,28.25
order_0156,2018-02-06 17:30:00,seller_016,18.50
order_0162,2018-02-08 23:30:00,seller_022,38.00
order_0192,2018-02-15 05:30:00,seller_017,18.50
order_0194,2018-02-17 15:30:00,seller_019,25.00
