order_id,shipping_limit_date,seller_id,freight_value
203096f03d82e0dffbc41ebc2e2bcfb7,2017-09-25 04:04:09,633ecdf879b94b5337cca303328e4a25,8.96
1e7aff52cdbb2451ace09d0f848c3699,2017-05-25 19:05:17,a1043bafd471dff536d0c462352beb48,34.20
a6aeb116d2cb5013eb8a94585b71ffef,2017-09-19 14:44:39,855668e0971d4dfd7bef1b6a4133b41b,9.34
974c1993ab8024d3ed16229183c2308d,2017-02-24 11:45:39,f84a00e60c73a49e7e851c9bdca3a5bb,14.66
82bce245b1c9148f8d19a55b9ff70644,2017-04-27 05:15:56,c8417879a15366a17c30af34c798c332,15.56
bd4bd0194d6d29f83b8557d4b89b572a,2018-08-02 03:50:24,ea8482cd71df3c1969d7b9473ff13abc,12.84
,2017-12-29 02:15:31,,14.10
10c320f977c6a18f91b2d14be13128c6,2017-05-16 21:02:45,3b15288545f8928d3e65a8f949a28291,21.27
41bb5cee06dbf170878a9ef93ac7e7f5,2018-05-28 08:52:24,23613d49c3ac2bd302259e55c06c050c,12.79
0760a852e4e9d89eb77bf631eaaf1c84,2018-08-13 06:15:14,28405831a29823802aa22c084cfd0649,15.35
b01875821b8dcb6abc61776f0f971bce,2017-12-01 00:38:17,1025f0e2d44d7041d6cf58b6550e0bfa,39.28
aeb4c9d05ab11d7c6c9ca24f8c43bd70,2017-09-27 14:44:35,4e06067cc08b3f41d837768d392c3ee3,15.79
