order_id,payment_type,payment_value,payment_installments
53cdb2fc8bc7dce0b6741e2150273451,boleto,141.46,1
f70a0aff17df5a6cdd9a7196128bd354,boleto,NaN??,1
d887b52c6516beb39e8cd44a5f8b60f7,credit_card,100.25,1
d17dc4a904426827ca80f2ccb3a6be56,credit_card,54.82,1
e425680f760cbc130be3e53a9773c584,credit_card,50.25,1
66e4624ae69e7dc89bd50222b59f581f,credit_card,91.68,9
ccbabeb0b02433bd0fcbac46e70339f2,boleto,43.00,1
6d25592267349b322799e2beb687871e,boleto,201.82,1
,credit_card,132.26,3
9defaf92cff22420e4e8ef7784815a55,telepathy,62.69,6
d3d6788577c9592da441752e8a1dd5e3,credit_card,76.65,7
265f4e28ef8cf69f8445e2951bbe7343,credit_card,64.74,1
