order_id,customer_id,order_purchase_timestamp,order_status
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,2026/99/99 88:61:00,delivered
265f4e28ef8cf69f8445e2951bbe7343,c572fd6cdd98e87ea2bc433b6da21078,2017-03-06 00:14:28,delivered
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,2018-03-09 14:50:15,delivered
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,2017-08-31 08:15:24,delivered
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,2017-08-10 11:58:33,delivered
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,2018-02-03 12:38:58,delivered
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,2018-08-26 22:04:34,delivered
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,2018-02-19 20:31:09,delivered
53cdb2fc8bc7dce0b6741e2150273451,b0830fb4747a6c6d20dea0b8c802d7ef,2018-07-24 20:41:37,delivered
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,2017-05-14 20:28:25,delivered
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,2017-09-19 22:17:15,delivered
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,2018-05-11 13:10:51,delivered
