order_id,payment_type,payment_value,payment_installments
85ce859fd6dc634de8d2f1e290444043,credit_card,29.75,1
f70a0aff17df5a6cdd9a7196128bd354,boleto,313.19,1
e425680f760cbc130be3e53a9773c584,credit_card,50.25,1
orphan-1179,telepathy,824.76,4
bd4bd0194d6d29f83b8557d4b89b572a,boleto,37.83,1
2711a938db643b3f0b62ee2c8a2784aa,boleto,59.10,1
01a75ac3dd000b7628a684be97c29234,credit_card,58.00,5
65312c6e4ce03c0fb633a4ac541949d8,credit_card,68.59,1
e6190dea235662449d160357e46eaec8,credit_card,89.88,2
f4471dae8c482f51aa1826cd9f5d4433,credit_card,232.14,8
04a59fe46fc5aa341da5378c195ed53c,credit_card,forty two,1
74ebfa44a323c96a7760bd693d690a3d,credit_card,393.46,10
