order_id,shipping_limit_date,seller_id,freight_value
a4591c265e18cb1dcee52889e2d8acc3,2017-07-13 22:10:13,8581055ce74af1daba164fdbd55a40de,27.36
60550084e6b4c0cb89a87df1f3e5ebd9,2018-03-01 02:10:52,f27e33c6d29b5138fa9967bcd445b6d5,26.89
f271576bed568e896f99eb710cd3a6f8,2018-01-11 21:51:28,76d64c4aca3a7baf218bf93ef7fa768d,82.48
a910f58086d58b3ae6f37aa712d377b9,2017-09-22 09:35:18,cc419e0650a3c5ba77189a1882b7556a,15.84
6d25592267349b322799e2beb687871e,2018-08-30 04:10:18,6560211a19b47992c3666cc44a7e94c0,7.91
8447ff843b2616c50c0ced28ab1dae03,2017-12-29 02:37:45,4869f7a5dfa277a7dca6462dcf3b52b2,18.79
c75acba615d2db29345327974641467d,2018-07-12 10:10:09,e9779976487b77c6d4ac45f75ec7afe9,26.90
8fc207e94fa91a7649c5a5dab690272a,2017-11-30 17:58:34,4a3ca9315b744ce9f8e9374361493884,25.61
f2fa3795760c35b8c05fa8e2f09d5143,2018-04-09 05:10:21,da8622b14eb17ae2831f4ac5b9dab84a,8.41
e9ce52cd563d0124dced659e69eab10a,2017-07-18 02:10:59,5dceca129747e92ff8ef7a997dc4f8ca,53.01
f4471dae8c482f51aa1826cd9f5d4433,2018-07-10 18:55:15,33ac3e28642ab8bda860a2f693000e78,4.39
04a59fe46fc5aa341da5378c195ed53c,2017-12-04 09:31:11,855668e0971d4dfd7bef1b6a4133b41b,15.18
5561adcb0fd46da4cad3048fa4e7fc00,2018-07-02 15:58:17,131fcb0a0c9a47bba4474aacff0f14b7,9.45
b0928556a10706af462ca2ab2c91903b,2018-08-08 22:35:17,a56a8043ebf66e42119618fb8cf232c6,23.73
43d88b0e949865904334dd5b3ca63f50,2018-03-26 17:15:42,cc419e0650a3c5ba77189a1882b7556a,8.29
