order_id,customer_id,order_purchase_timestamp,order_status
order_0145,customer_0005,2018-02-02 10:30:00,delivered
order_0185,customer_0045,2018-02-10 18:30:00,delivered
order_0175,customer_0035,2018-02-08 16:30:00,processing
order_0168,customer_0028,2018-02-07 05:30:00,invoiced
order_0083,customer_0013,2018-01-20 12:30:00,processing
order_0059,customer_0059,2018-01-15 12:30:00,processing
order_0140,customer_0070,2018-02-01 09:30:00,invoiced
order_0063,customer_0063,2018-01-16 08:30:00,processing
order_0111,customer_0041,2018-01-26 08:30:00,processing
order_0144,customer_0004,2018-02-02 05:30:00,invoiced
order_0046,customer_0046,2018-01-12 19:30:00,shipped
order_0048,customer_0048,2018-01-13 05:30:00,invoiced
order_0123,customer_0053,2018-01-28 20:30:00,processing
order_0186,customer_0046,2018-02-10 23:30:00,shipped
order_0108,customer_0038,2018-01-25 17:30:00,invoiced
order_0183,customer_0043,2018-02-10 08:30:00,processing
order_0036,customer_0036,2018-01-10 17:30:00,invoiced
order_0090,customer_0020,2018-01-21 23:30:00,shipped
