order_id,payment_type,payment_value,payment_installments
a4591c265e18cb1dcee52889e2d8acc3,credit_card,175.26,6
60550084e6b4c0cb89a87df1f3e5ebd9,boleto,66.79,1
f271576bed568e896f99eb710cd3a6f8,credit_card,824.76,4
a910f58086d58b3ae6f37aa712d377b9,credit_card,145.66,5
6d25592267349b322799e2beb687871e,boleto,201.82,1
8447ff843b2616c50c0ced28ab1dae03,boleto,238.69,1
c75acba615d2db29345327974641467d,credit_card,111.89,3
8fc207e94fa91a7649c5a5dab690272a,credit_card,135.51,5
f2fa3795760c35b8c05fa8e2f09d5143,boleto,518.39,1
e9ce52cd563d0124dced659e69eab10a,boleto,312.91,1
f4471dae8c482f51aa1826cd9f5d4433,credit_card,232.14,8
04a59fe46fc5aa341da5378c195ed53c,credit_card,ten thousand,1
5561adcb0fd46da4cad3048fa4e7fc00,credit_card,109.35,1
b0928556a10706af462ca2ab2c91903b,telepathy,106.73,1
43d88b0e949865904334dd5b3ca63f50,credit_card,58.28,2
