order_id,payment_type,payment_value,payment_installments
a4591c265e18cb1dcee52889e2d8acc3,credit_card,175.26,6
34513ce0c4fab462a55830c0989c7edb,credit_card,114.13,1
ee64d42b8cf066f35eac1cf57de1aa85,boleto,22.36,1
974c1993ab8024d3ed16229183c2308d,boleto,84.56,1
cadbb3657dac2dbbd5b84b12e7b78aad,boleto,409.79,1
8fc207e94fa91a7649c5a5dab690272a,credit_card,135.51,5
e37797aedc7cd4ef82278fbc169eecaf,credit_card,84.57,3
b01875821b8dcb6abc61776f0f971bce,credit_card,142.16,10
4b87488fb6269f8321508923b95da4d6,credit_card,38.47,3
90349f264a3d6a2525a34598d09dda6b,boleto,314.34,1
34276839abbc2d596eb36540d36c624c,credit_card,217.78,5
a7cd6af6e0519313887b3c3a120f20ca,credit_card,43.29,4
775130c792f4c6460c63162e994a1114,credit_card,273.27,2
74ebfa44a323c96a7760bd693d690a3d,credit_card,393.46,10
43d88b0e949865904334dd5b3ca63f50,credit_card,58.28,2
