order_id,shipping_limit_date,seller_id,freight_value
a4591c265e18cb1dcee52889e2d8acc3,2017-07-13 22:10:13,8581055ce74af1daba164fdbd55a40de,27.36
34513ce0c4fab462a55830c0989c7edb,2017-07-19 20:10:08,87142160b41353c4e5fca2360caf6f92,16.13
ee64d42b8cf066f35eac1cf57de1aa85,2018-06-13 04:30:33,e9779976487b77c6d4ac45f75ec7afe9,7.87
974c1993ab8024d3ed16229183c2308d,2017-02-24 11:45:39,f84a00e60c73a49e7e851c9bdca3a5bb,14.66
cadbb3657dac2dbbd5b84b12e7b78aad,2018-03-13 02:48:54,00fc707aaaad2d31347cf883cd2dfe10,14.89
8fc207e94fa91a7649c5a5dab690272a,2017-11-30 17:58:34,4a3ca9315b744ce9f8e9374361493884,25.61
e37797aedc7cd4ef82278fbc169eecaf,2018-05-13 22:30:39,640e21a7d01df7614a3b4923e990d40c,14.58
b01875821b8dcb6abc61776f0f971bce,2017-12-01 00:38:17,1025f0e2d44d7041d6cf58b6550e0bfa,39.28
4b87488fb6269f8321508923b95da4d6,2018-06-15 12:30:36,57df9869a600bd6b7c405f2a862eccfb,13.47
90349f264a3d6a2525a34598d09dda6b,2018-05-15 03:30:32,955fee9216a65b617aa5c0531780ce60,7.39
34276839abbc2d596eb36540d36c624c,2017-10-10 23:14:17,ad781527c93d00d89a11eecd9dcad7c1,57.79
a7cd6af6e0519313887b3c3a120f20ca,2018-05-03 12:11:18,42b729f859728f5079499127a9c2ef37,7.39
775130c792f4c6460c63162e994a1114,2017-12-15 18:04:01,6bbcb8924baf70b7fe2fe2097e8cd407,15.67
74ebfa44a323c96a7760bd693d690a3d,2017-06-22 00:35:26,376a891762bbdecbc02b4b6adec3fdda,33.96
43d88b0e949865904334dd5b3ca63f50,2018-03-26 17:15:42,cc419e0650a3c5ba77189a1882b7556a,8.29
