order_id,shipping_limit_date,seller_id,freight_value
order_0001,2018-01-05 10:30:00,seller_001,12.00
orphan-8401,2018-01-09 22:30:00,seller_013,21.75
order_0028,2018-01-13 01:30:00,seller_028,12.00
order_0041,2018-01-13 18:30:00,seller_006,25.00
order_0050,2018-01-19 15:30:00,seller_015,25.00
order_0052,2018-01-17 01:30:00,seller_017,31.50
,2018-01-18 02:30:00,seller_022,18.50
order_0064,2018-01-21 13:30:00,seller_029,12.00
order_0069,2018-01-22 14:30:00,seller_034,28.25
order_0082,2018-01-23 07:30:00,seller_012,12.00
order_0089,2018-01-26 18:30:00,seller_019,34.75
order_0106,2018-01-27 07:30:00,seller_001,99999.99
order_0131,2018-02-01 12:30:00,seller_026,25.00
order_0133,2018-02-03 22:30:00,seller_028,31.50
order_0158,2018-02-09 03:30:00,seller_018,25.00
order_0165,2018-02-12 14:30:00,seller_025,18.50
order_0196,2018-02-15 01:30:00,seller_021,31.50
order_0197,2018-02-16 06:30:00,seller_022,34.75
