order_id,customer_id,order_purchase_timestamp,order_status
order_0001,customer_0001,2018-01-03 10:30:00,delivered
order_0041,customer_0041,2018-01-11 18:30:00,delivered
order_0082,customer_0012,2018-01-20 07:30:00,shipped
order_0069,customer_0069,2018-01-17 14:30:00,delivered
order_0106,customer_0036,2018-01-25 07:30:00,shipped
order_0050,customer_0050,2018-01-13 15:30:00,shipped
order_0052,customer_0052,2018-01-14 01:30:00,invoiced
order_0131,customer_0061,2018-01-30 12:30:00,processing
order_0013,customer_0013,2018-01-05 22:30:00,delivered
order_0165,customer_0025,2018-02-06 14:30:00,delivered
order_0197,customer_0057,2018-02-13 06:30:00,delivered
order_0028,customer_0028,2018-01-09 01:30:00,invoiced
order_0196,customer_0056,2018-02-13 01:30:00,invoiced
order_0133,customer_0063,2018-01-30 22:30:00,delivered
order_0158,customer_0018,2018-02-05 03:30:00,shipped
order_0089,customer_0019,2018-01-21 18:30:00,delivered
order_0064,customer_0064,2018-01-16 13:30:00,invoiced
order_0057,customer_0057,2018-01-15 02:30:00,delivered
order_0052,customer_0052,2018-01-14 01:30:00,invoiced
