order_id,shipping_limit_date,seller_id,freight_value
2807d0e504d6d4894d41672727bc139f,2018-02-08 20:50:22,8b321bb669392f5163d04c59e235e066,7.78
948097deef559c742e7ce321e5e58919,2017-08-10 17:25:11,a3a38f4affed601eb87a97788c949667,25.77
68873cf91053cd11e6b49a766db5af1a,2017-12-07 02:51:18,a673821011d0cec28146ea42f5ab767f,11.76
bd4bd0194d6d29f83b8557d4b89b572a,2018-08-02 03:50:24,ea8482cd71df3c1969d7b9473ff13abc,12.84
634e8f4c0f6744a626f77f39770ac6aa,2017-08-15 18:45:18,744dac408745240a2c2528fb1b6028f3,15.28
80d817467dc3d0a4bb5ab8986c962b1f,2018-08-24 16:25:19,2a84855fd20af891be03bc5924d2b453,16.54
01a75ac3dd000b7628a684be97c29234,2018-01-29 10:59:10,0adac9fbd9a2b63cccaac4f8756c1ca8,15.10
5447160f15621601fa9ba2b94f4906b3,2017-11-27 12:31:32,b33e7c55446eabf8fe1a42d037ac7d6d,15.77
4b87488fb6269f8321508923b95da4d6,2018-06-15 12:30:36,57df9869a600bd6b7c405f2a862eccfb,13.47
9885fff91f7c807525f8320e5292a3db,2018-01-17 02:48:39,6ec1a01e866584bb679eb9b098345919,29.68
e7a65190baa4e6fd192246157c0b81fb,2017-05-04 17:22:58,ef506c96320abeedfb894c34db06f478,24.84
ba4ddff2b9082f079de9a84d7a5605fd,2018-01-24 09:38:30,a416b6a846a11724393025641d4edd5e,13.08
775130c792f4c6460c63162e994a1114,2017-12-15 18:04:01,6bbcb8924baf70b7fe2fe2097e8cd407,15.67
43d88b0e949865904334dd5b3ca63f50,2018-03-26 17:15:42,cc419e0650a3c5ba77189a1882b7556a,8.29
