order_id,shipping_limit_date,seller_id,freight_value
order_0032,2018-01-12 21:30:00,seller_032,25.00
order_0038,2018-01-15 03:30:00,seller_003,15.25
order_0039,2018-01-16 08:30:00,seller_004,18.50
order_0049,2018-01-18 10:30:00,seller_014,21.75
order_0053,2018-01-18 06:30:00,seller_018,34.75
order_0062,2018-01-19 03:30:00,seller_027,34.75
,2018-01-22 18:30:00,seller_030,15.25
order_0082,2018-01-23 07:30:00,seller_012,12.00
order_0094,2018-01-27 19:30:00,seller_024,21.75
order_0124,2018-02-03 01:30:00,seller_019,31.50
order_0126,2018-01-31 11:30:00,seller_021,38.00
order_0133,2018-02-03 22:30:00,seller_028,31.50
order_0141,2018-02-03 14:30:00,seller_001,28.25
order_0158,2018-02-09 03:30:00,seller_018,25.00
order_0159,2018-02-10 08:30:00,seller_019,28.25
order_0170,2018-02-13 15:30:00,seller_030,34.75
order_0182,2018-02-13 03:30:00,seller_007,15.25
order_0194,2018-02-17 15:30:00,seller_019,25.00
