order_id,payment_type,payment_value,payment_installments
6514b8ad8028c9f2cc2374ded245783f,credit_card,75.16,3
5ff96c15d0b717ac6ad1f3d77225a350,credit_card,32.70,3
60550084e6b4c0cb89a87df1f3e5ebd9,boleto,66.79,1
8f06cc6465925031568537b815f1198d,credit_card,317.34,9
2711a938db643b3f0b62ee2c8a2784aa,boleto,59.10,1
8447ff843b2616c50c0ced28ab1dae03,boleto,238.69,1
66d03fb3c4b0f80b5db04ef9c260336d,credit_card,96.01,1
3923e3ade70348985bd2ca389905cf19,boleto,42.00,1
06a6627d9cc91a04e9d146bf65fee0a2,credit_card,113.62,1
65312c6e4ce03c0fb633a4ac541949d8,credit_card,68.59,1
33a3edb84b9df4cb49546859b990ac6d,debit_card,67.50,1
c3cb4c7c4b963ab08b07a5dca5baf05d,boleto,134.58,1
5561adcb0fd46da4cad3048fa4e7fc00,credit_card,109.35,1
ee990334acb0ff9333b01afa465f3006,boleto,445.32,1
