order_id,payment_type,payment_value,payment_installments
7206b86ea789983f7a273ea7fa0bc2a8,credit_card,49.69,4
ee64d42b8cf066f35eac1cf57de1aa85,boleto,22.36,1
e425680f760cbc130be3e53a9773c584,credit_card,50.25,1
f271576bed568e896f99eb710cd3a6f8,credit_card,824.76,4
6abaad69b8b349c3a529b4b91ce18e46,credit_card,57.00,4
a6cd683d4bd3b9b1f0aa37b27f8116d3,credit_card,609.90,6
86b37610c0e86e94afe3d5ba4b73fa14,boleto,161.30,1
abc5ec9ecaec740b498a37f19c29a8c0,credit_card,141.06,1
b2bd1f09c1b8a4a36940f6f6e49d5dec,voucher,29.13,1
a7cd6af6e0519313887b3c3a120f20ca,credit_card,43.29,4
780fe22baa36991bdbb1559f5b549596,credit_card,52.51,5
43d88b0e949865904334dd5b3ca63f50,credit_card,58.28,2
5e99f3c445038a0709b2aea8e34ed593,credit_card,77.03,1
