order_id,shipping_limit_date,seller_id,freight_value
7206b86ea789983f7a273ea7fa0bc2a8,2018-03-30 17:27:57,d2374cbcbb3ca4ab1086534108cc3ab7,12.79
ee64d42b8cf066f35eac1cf57de1aa85,2018-06-13 04:30:33,e9779976487b77c6d4ac45f75ec7afe9,7.87
e425680f760cbc130be3e53a9773c584,2017-09-08 08:30:17,1025f0e2d44d7041d6cf58b6550e0bfa,11.85
f271576bed568e896f99eb710cd3a6f8,2018-01-11 21:51:28,76d64c4aca3a7baf218bf93ef7fa768d,82.48
6abaad69b8b349c3a529b4b91ce18e46,2018-02-21 09:47:59,537eb890efff034a88679788b647c564,14.10
a6cd683d4bd3b9b1f0aa37b27f8116d3,2017-02-03 23:45:53,5c243662ce92d84573bfaff24c3e3700,20.00
86b37610c0e86e94afe3d5ba4b73fa14,2017-11-28 02:49:29,f789d2c4f2c2eb38fc4373e7a4b35264,25.66
abc5ec9ecaec740b498a37f19c29a8c0,2017-05-04 22:55:09,bacb1f0ed56ad24198f5810d2b3fe9a5,21.16
b2bd1f09c1b8a4a36940f6f6e49d5dec,2018-02-08 16:31:38,b33e7c55446eabf8fe1a42d037ac7d6d,16.14
a7cd6af6e0519313887b3c3a120f20ca,2018-05-03 12:11:18,42b729f859728f5079499127a9c2ef37,7.39
780fe22baa36991bdbb1559f5b549596,2017-04-27 19:41:06,ef506c96320abeedfb894c34db06f478,14.52
43d88b0e949865904334dd5b3ca63f50,2018-03-26 17:15:42,cc419e0650a3c5ba77189a1882b7556a,8.29
5e99f3c445038a0709b2aea8e34ed593,2017-06-29 19:45:10,813348c996469b40f2e028d5429d3495,17.13
