order_id,shipping_limit_date,seller_id,freight_value
order_0004,2018-01-09 01:30:00,seller_004,21.75
order_0008,2018-01-08 21:30:00,seller_008,34.75
order_0022,2018-01-10 19:30:00,seller_022,21.75
order_0027,2018-01-11 20:30:00,seller_027,38.00
order_0034,2018-01-15 07:30:00,seller_034,31.50
order_0049,2018-01-18 10:30:00,seller_014,21.75
order_0068,2018-01-21 09:30:00,seller_033,25.00
order_0069,2018-01-22 14:30:00,seller_034,28.25
order_0071,2018-01-20 00:30:00,seller_001,34.75
order_0089,2018-01-26 18:30:00,seller_019,34.75
order_0107,2018-01-28 12:30:00,seller_002,34.75
order_0108,2018-01-29 17:30:00,seller_003,38.00
order_0111,2018-01-28 08:30:00,seller_006,18.50
order_0133,2018-02-03 22:30:00,seller_028,31.50
order_0139,2018-02-06 04:30:00,seller_034,21.75
order_0159,2018-02-10 08:30:00,seller_019,28.25
order_0170,2018-02-13 15:30:00,seller_030,34.75
order_0188,2018-02-15 09:30:00,seller_013,34.75
