order_id,customer_id,order_purchase_timestamp,order_status
order_0133,customer_0063,2018-01-30 22:30:00,delivered
order_0188,customer_0048,2018-02-11 09:30:00,invoiced
order_0071,customer_0001,2018-01-18 00:30:00,processing
order_0049,customer_0049,2018-01-13 10:30:00,delivered
order_0111,customer_0041,2018-01-26 08:30:00,processing
order_0008,customer_0008,2018-01-04 21:30:00,invoiced
order_0022,customer_0022,2018-01-07 19:30:00,shipped
order_0004,customer_0004,2018-01-04 01:30:00,invoiced
order_0068,customer_0068,2018-01-17 09:30:00,invoiced
order_0069,customer_0069,2018-01-17 14:30:00,delivered
order_0034,customer_0034,2018-01-10 07:30:00,shipped
order_0139,customer_0069,2018-02-01 04:30:00,processing
order_0107,customer_0037,2018-01-25 12:30:00,processing
order_0159,customer_0019,2018-02-05 08:30:00,processing
order_0027,customer_0027,2018-01-08 20:30:00,processing
order_0108,customer_0038,2018-01-25 17:30:00,invoiced
order_0170,customer_0030,2018-02-07 15:30:00,shipped
order_0089,customer_0019,2018-01-21 18:30:00,delivered
