order_id,shipping_limit_date,seller_id,freight_value
order_0020,2018-01-13 09:30:00,seller_020,15.25
order_0021,2018-01-09 14:30:00,seller_021,18.50
order_0044,2018-01-17 09:30:00,seller_009,34.75
order_0054,2018-01-19 11:30:00,seller_019,38.00
order_0059,2018-01-20 12:30:00,seller_024,25.00
order_0068,2018-01-21 09:30:00,seller_033,25.00
order_0069,2018-01-22 14:30:00,seller_034,28.25
order_0071,2018-01-20 00:30:00,seller_001,34.75
order_0086,2018-01-23 03:30:00,seller_016,25.00
order_0089,2018-01-26 18:30:00,seller_019,34.75
order_0098,2018-01-27 15:30:00,seller_028,34.75
order_0101,2018-01-26 06:30:00,seller_031,15.25
order_0116,2018-01-29 09:30:00,seller_011,34.75
order_0129,2018-02-04 02:30:00,seller_024,18.50
order_0139,2018-02-06 04:30:00,seller_034,21.75
order_0155,2018-02-10 12:30:00,seller_015,15.25
order_0173,2018-02-12 06:30:00,seller_033,15.25
order_0183,2018-02-14 08:30:00,seller_008,18.50
