order_id,customer_id,order_purchase_timestamp,order_status
order_0180,customer_0040,2018-02-09 17:30:00,invoiced
order_0010,customer_0010,2018-01-05 07:30:00,shipped
order_0014,customer_0014,2018-01-06 03:30:00,shipped
order_0141,customer_0001,2018-02-01 14:30:00,delivered
order_0058,customer_0058,2018-01-15 07:30:00,shipped
order_0004,customer_0004,2018-01-04 01:30:00,invoiced
order_0043,customer_0043,2018-01-12 04:30:00,processing
order_0126,customer_0056,2018-01-29 11:30:00,shipped
order_0055,customer_0055,2018-01-14 16:30:00,processing
order_0026,customer_0026,2018-01-08 15:30:00,shipped
order_0181,customer_0041,2018-02-09 22:30:00,delivered
order_0018,customer_0018,2018-01-06 23:30:00,shipped
order_0135,customer_0065,2018-01-31 08:30:00,processing
order_0132,customer_0062,2018-01-30 17:30:00,invoiced
order_0117,customer_0047,2018-01-27 14:30:00,delivered
order_0122,customer_0052,2018-01-28 15:30:00,shipped
order_0197,customer_0057,2026/99/99 88:61:00,delivered
order_0138,customer_0068,2018-01-31 23:30:00,shipped
