order_id,shipping_limit_date,seller_id,freight_value
136cce7faa42fdb2cefd53fdc79a6098,2017-04-19 13:25:17,dc8798cbf453b7e0f98745e396cc5616,16.05
432aaf21d85167c2c86ec9448c4e42cc,2018-03-07 15:10:47,0bae85eb84b9fb3bd773911e89288d54,16.11
95266dbfb7e20354baba07964dac78d5,2018-01-26 08:07:31,855668e0971d4dfd7bef1b6a4133b41b,57.58
f70a0aff17df5a6cdd9a7196128bd354,2017-08-17 02:45:24,5dceca129747e92ff8ef7a997dc4f8ca,34.19
948097deef559c742e7ce321e5e58919,2017-08-10 17:25:11,a3a38f4affed601eb87a97788c949667,25.77
2ce1ad82022c1ba30c2079502ac725aa,2017-08-17 04:15:29,669ae81880e08f269a64487cfb287169,15.56
f346ad4ee8f630e5e4ddaf862a34e6dd,2018-08-07 13:24:34,70125af26c2d6d4ef401a1d02ae7701f,13.76
9d531c565e28c3e0d756192f84d8731f,2017-12-06 20:57:24,903037660cf848a717166eb7a06d616e,14.10
4da3bd761ca73d692ae0f5c252495546,2018-02-07 12:54:33,7a425d299613df3e613bcf9d2eaf5c49,7.94
95cf9f239f724799131f7ca949209bd9,2018-05-29 09:16:24,2e1c9f22be269ef4643f826c9e650a52,8.39
04a59fe46fc5aa341da5378c195ed53c,2017-12-04 09:31:11,855668e0971d4dfd7bef1b6a4133b41b,15.18
af66c46c49bdb3bf2f862efb1eb67d81,2017-07-27 19:25:18,cd68562d3f44870c08922d380acae552,11.85
5561adcb0fd46da4cad3048fa4e7fc00,2018-07-02 15:58:17,131fcb0a0c9a47bba4474aacff0f14b7,9.45
