order_id,shipping_limit_date,seller_id,freight_value
order_0004,2018-01-09 01:30:00,seller_004,21.75
order_0013,2018-01-09 22:30:00,seller_013,21.75
order_0016,2018-01-08 13:30:00,seller_016,31.50
order_0022,2018-01-10 19:30:00,seller_022,21.75
order_0030,2018-01-15 11:30:00,seller_030,18.50
order_0041,2018-01-13 18:30:00,seller_006,25.00
order_0047,2018-01-16 00:30:00,seller_012,15.25
order_0057,2018-01-18 02:30:00,seller_022,18.50
order_0096,2018-01-25 05:30:00,seller_026,28.25
order_0097,2018-01-26 10:30:00,seller_027,31.50
order_0122,2018-01-31 15:30:00,seller_017,25.00
order_0123,2018-02-01 20:30:00,seller_018,28.25
order_0139,2018-02-06 04:30:00,seller_034,21.75
order_0153,2018-02-08 02:30:00,seller_013,38.00
order_0169,2018-02-12 10:30:00,seller_029,31.50
order_0177,2018-02-12 02:30:00,seller_002,28.25
order_0180,2018-02-15 17:30:00,seller_005,38.00
order_0190,2018-02-17 19:30:00,seller_015,12.00
